idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,evolucao_PGC,sexo_cod,atividade_cod,estado_cod
50,Masculino,0.0,Musculação,113.9,0.0,236.8,Sim,28.9,34.7,2020-07-02,Sedentária,-5.800000000000004,1,4,1
55,Masculino,1.0,Yoga,41.9,41.9,128.05,Sim,28.4,35.2,2023-12-10,Ativa,-6.800000000000004,1,9,0
26,Masculino,6.0,CrossFit,54.4,326.4,208.25,Sim,19.5,38.6,2023-02-04,Ativa,-19.1,1,1,0
60,Feminino,3.0,Futebol,78.8,236.4,136.65,Não,23.4,38.6,2024-10-15,Ativa,-15.200000000000003,0,3,0
34,Outro,1.0,Yoga,107.8,107.8,61.45,Não,39.0,13.3,2025-07-03,Ativa,25.7,2,9,0
21,Masculino,1.0,Cardio,100.5,100.5,60.67,Sim,37.0,19.2,2024-09-23,Ativa,17.8,1,0,0
42,Outro,1.0,Natação,65.1,65.1,231.76,Não,16.3,23.3,2022-12-19,Ativa,-7.0,2,6,0
45,Outro,0.0,Cardio,70.55,203.5,57.23,Não,39.8,13.5,2021-03-12,Sedentária,26.299999999999997,2,0,1
37,Outro,4.0,Musculação,93.4,203.5,276.9,Não,33.6,26.1,2020-10-08,Sedentária,7.5,2,4,1
37,Masculino,4.0,Futebol,22.1,88.4,257.04,Sim,17.2,33.3,2022-01-11,Ativa,-16.099999999999998,1,3,0
50,Masculino,4.0,Yoga,72.8,203.5,241.19,Não,37.9,32.9,2025-02-08,Sedentária,5.0,1,9,1
21,Outro,6.0,Natação,63.8,382.8,101.13,Não,21.2,21.1,2021-09-24,Ativa,0.09999999999999787,2,6,0
55,Outro,6.0,Futebol,119.1,714.6,285.98,Sim,30.0,30.9,2021-12-01,Ativa,-0.8999999999999986,2,3,0
51,Masculino,3.0,Natação,30.4,91.2,120.98,Não,10.2,10.8,2023-05-26,Ativa,-0.6000000000000014,1,6,0
50,Masculino,5.0,Natação,105.3,526.5,75.43,Não,32.8,25.3,2022-03-12,Ativa,7.4999999999999964,1,6,0
28,Masculino,0.0,Cardio,63.9,0.0,156.88,Sim,33.5,37.1,2020-10-31,Sedentária,-3.6000000000000014,1,0,1
36,Masculino,2.0,Futebol,106.0,212.0,71.42,Sim,38.0,22.4,2022-05-12,Ativa,15.600000000000001,1,3,0
35,Feminino,7.0,Musculação,34.3,240.1,182.55,Sim,39.7,14.3,2021-10-24,Ativa,25.400000000000002,0,4,0
58,Masculino,2.0,Futebol,23.5,47.0,265.13,Sim,39.0,12.6,2020-11-05,Ativa,26.4,1,3,0
25,Feminino,2.0,Musculação,30.3,60.6,298.5,Não,18.0,12.9,2025-06-07,Ativa,5.1,0,4,0
64,Outro,5.0,Yoga,50.8,254.0,165.64,Sim,32.5,29.0,2023-04-04,Ativa,3.5,2,9,0
23,Feminino,2.0,Yoga,70.55,203.5,244.27,Não,10.4,25.8,2025-06-14,Ativa,-15.4,0,9,0
51,Outro,6.0,Natação,80.9,485.4,217.49,Sim,36.9,11.2,2023-05-05,Ativa,25.7,2,6,0
33,Feminino,1.0,Musculação,118.2,118.2,257.47,Sim,37.9,12.5,2021-01-06,Ativa,25.4,0,4,0
25,Feminino,6.0,Yoga,77.2,463.2,180.16,Sim,36.1,35.7,2021-12-16,Ativa,0.3999999999999986,0,9,0
30,Feminino,4.0,Musculação,40.5,162.0,188.53,Não,26.7,26.4,2020-01-14,Ativa,0.3000000000000007,0,4,0
19,Outro,1.0,Musculação,43.5,43.5,170.74,Não,22.5,37.9,2023-11-07,Ativa,-15.399999999999999,2,4,0
47,Outro,6.0,Musculação,70.55,203.5,236.98,Sim,18.8,20.3,2022-12-16,Ativa,-1.5,2,4,0
45,Masculino,0.0,CrossFit,63.4,0.0,94.61,Não,18.9,20.3,2023-09-28,Sedentária,-1.4000000000000021,1,1,1
30,Feminino,7.0,Cardio,43.1,301.7,255.28,Não,19.5,30.3,2021-02-13,Ativa,-10.8,0,0,0
44,Outro,7.0,Futebol,20.9,146.3,141.86,Sim,24.5,37.5,2025-04-10,Ativa,-13.0,2,3,0
46,Feminino,4.0,Musculação,89.4,203.5,180.94,Não,35.7,14.9,2024-02-28,Sedentária,20.800000000000004,0,4,1
38,Masculino,7.0,Musculação,26.3,184.1,216.95,Não,25.6,26.7,2022-08-01,Ativa,-1.0999999999999979,1,4,0
52,Outro,1.0,Musculação,25.8,25.8,243.81,Sim,17.1,26.2,2021-01-15,Ativa,-9.099999999999998,2,4,0
38,Masculino,2.0,Yoga,83.4,166.8,246.21,Não,12.9,34.4,2023-10-22,Ativa,-21.5,1,9,0
55,Outro,5.0,Cardio,78.9,394.5,186.73,Não,24.2,30.8,2023-05-04,Ativa,-6.600000000000001,2,0,0
23,Outro,4.0,CrossFit,117.5,470.0,256.28,Não,32.8,15.9,2022-02-21,Ativa,16.9,2,1,0
44,Feminino,2.0,Yoga,88.5,177.0,291.21,Sim,27.8,37.1,2022-07-10,Ativa,-9.3,0,9,0
52,Outro,7.0,CrossFit,107.4,751.8,107.13,Não,35.1,11.1,2024-01-05,Ativa,24.0,2,1,0
24,Masculino,5.0,Natação,97.3,486.5,282.92,Sim,15.9,18.9,2022-11-15,Ativa,-2.9999999999999982,1,6,0
51,Masculino,7.0,Cardio,39.0,273.0,86.23,Sim,23.0,36.6,2022-08-08,Ativa,-13.600000000000001,1,0,0
23,Masculino,5.0,Futebol,95.8,479.0,52.06,Não,35.9,29.5,2022-08-26,Ativa,6.399999999999999,1,3,0
21,Masculino,0.0,CrossFit,107.8,0.0,227.68,Sim,15.2,16.2,2023-10-04,Sedentária,-1.0,1,1,1
37,Feminino,0.0,Cardio,48.1,0.0,57.76,Não,14.2,16.0,2020-07-15,Sedentária,-1.8000000000000007,0,0,1
62,Feminino,4.0,Cardio,59.2,236.8,208.58,Sim,34.0,19.0,2021-10-07,Ativa,15.0,0,0,0
62,Feminino,4.0,Yoga,41.6,166.4,211.62,Não,33.7,32.4,2021-07-23,Ativa,1.3000000000000043,0,9,0
54,Masculino,5.0,Musculação,102.3,511.5,289.24,Não,35.0,28.4,2021-06-15,Ativa,6.600000000000001,1,4,0
47,Masculino,3.0,Futebol,41.8,125.4,207.34,Não,29.4,10.5,2021-05-06,Ativa,18.9,1,3,0
50,Outro,0.0,Yoga,114.0,0.0,261.31,Sim,27.3,22.8,2022-07-13,Sedentária,4.5,2,9,1
27,Feminino,0.0,CrossFit,70.3,0.0,287.21,Sim,32.7,19.8,2025-02-13,Sedentária,12.900000000000002,0,1,1
42,Outro,6.0,Cardio,112.0,672.0,235.02,Não,10.3,32.6,2023-12-22,Ativa,-22.3,2,0,0
55,Outro,2.0,Yoga,79.5,159.0,154.35,Não,13.8,20.7,2022-11-18,Ativa,-6.899999999999999,2,9,0
22,Outro,7.0,Futebol,36.4,254.8,138.39,Não,25.4,29.6,2020-09-29,Ativa,-4.200000000000003,2,3,0
54,Feminino,4.0,Yoga,22.6,90.4,100.77,Sim,30.5,28.9,2021-12-20,Ativa,1.6000000000000014,0,9,0
30,Feminino,4.0,Musculação,51.1,203.5,93.72,Não,10.2,21.1,2023-06-06,Sedentária,-10.900000000000002,0,4,1
33,Masculino,0.0,Yoga,70.55,203.5,161.36,Sim,30.4,16.6,2024-04-29,Sedentária,13.799999999999997,1,9,1
64,Outro,3.0,Yoga,105.7,317.1,299.15,Não,32.7,29.0,2020-04-16,Ativa,3.700000000000003,2,9,0
18,Masculino,2.0,Yoga,70.9,141.8,126.44,Não,22.0,14.8,2021-05-30,Ativa,7.199999999999999,1,9,0
31,Feminino,7.0,Yoga,31.9,223.3,249.11,Não,21.1,28.5,2021-04-29,Ativa,-7.399999999999999,0,9,0
53,Masculino,0.0,Futebol,95.2,0.0,95.18,Sim,19.8,33.5,2025-01-15,Sedentária,-13.7,1,3,1
47,Outro,5.0,Musculação,48.8,244.0,154.48,Sim,21.4,24.8,2022-08-29,Ativa,-3.400000000000002,2,4,0
50,Masculino,4.0,Cardio,116.5,203.5,155.08,Sim,12.1,24.8,2021-01-01,Sedentária,-12.700000000000001,1,0,1
44,Masculino,0.0,Yoga,116.2,0.0,214.06,Não,15.9,25.7,2022-06-02,Sedentária,-9.799999999999999,1,9,1
57,Feminino,5.0,Futebol,75.6,378.0,186.43,Não,33.2,26.9,2020-11-05,Ativa,6.300000000000004,0,3,0
32,Outro,5.0,Cardio,65.5,327.5,130.27,Sim,38.9,32.2,2021-07-08,Ativa,6.699999999999996,2,0,0
64,Masculino,3.0,CrossFit,74.8,224.4,236.6,Sim,13.5,21.0,2024-06-24,Ativa,-7.5,1,1,0
46,Outro,2.0,Natação,119.8,239.6,139.93,Não,33.1,11.0,2025-03-29,Ativa,22.1,2,6,0
49,Masculino,7.0,Cardio,46.3,324.1,93.79,Sim,19.2,34.2,2025-04-09,Ativa,-15.000000000000004,1,0,0
36,Outro,3.0,CrossFit,102.9,308.7,166.81,Sim,22.8,25.1,2022-10-23,Ativa,-2.3000000000000007,2,1,0
51,Outro,4.0,Futebol,32.6,203.5,240.89,Não,27.3,36.5,2020-12-30,Sedentária,-9.2,2,3,1
22,Feminino,0.0,Musculação,37.6,0.0,188.4,Sim,23.3,12.3,2023-07-06,Sedentária,11.0,0,4,1
41,Outro,4.0,Futebol,45.3,181.2,282.12,Sim,31.1,29.7,2023-03-17,Ativa,1.4000000000000021,2,3,0
22,Feminino,1.0,Fut,64.7,64.7,250.65,Não,32.2,39.7,2025-02-01,Ativa,-7.5,0,2,0
40,Masculino,3.0,Cardio,100.1,300.3,193.95,Não,13.6,38.7,2020-10-13,Ativa,-25.1,1,0,0
30,Outro,0.0,CrossFit,51.8,0.0,131.04,Não,31.7,34.7,2024-09-09,Sedentária,-3.0000000000000036,2,1,1
37,Masculino,6.0,Futebol,99.6,597.6,139.99,Não,25.3,12.2,2025-08-23,Ativa,13.100000000000001,1,3,0
54,Feminino,6.0,Cardio,90.9,545.4,270.09,Não,35.5,32.6,2025-08-08,Ativa,2.8999999999999986,0,0,0
18,Masculino,2.0,Yoga,99.8,199.6,89.54,Não,17.4,19.9,2021-07-02,Ativa,-2.5,1,9,0
42,Outro,6.0,Cardio,70.55,203.5,186.22,Não,21.9,19.5,2022-04-17,Ativa,2.3999999999999986,2,0,0
57,Masculino,3.0,Cardio,117.9,353.7,92.36,Sim,36.5,11.3,2023-11-06,Ativa,25.2,1,0,0
24,Outro,4.0,CrossFit,73.9,203.5,109.61,Sim,37.3,24.1,2020-10-17,Sedentária,13.199999999999996,2,1,1
42,Outro,3.0,Musculação,79.1,237.3,81.12,Não,12.6,19.2,2020-12-20,Ativa,-6.6,2,4,0
38,Outro,0.0,Cardio,104.0,0.0,153.38,Não,10.4,22.9,2025-01-21,Sedentária,-12.499999999999998,2,0,1
51,Outro,0.0,Yoga,84.1,0.0,147.86,Não,34.2,27.7,2020-08-03,Sedentária,6.5000000000000036,2,9,1
62,Outro,5.0,CrossFit,78.8,394.0,111.2,Sim,23.8,12.3,2020-06-21,Ativa,11.5,2,1,0
23,Feminino,2.0,CrossFit,69.9,139.8,274.24,Não,30.4,29.2,2021-08-27,Ativa,1.1999999999999993,0,1,0
38,Feminino,1.0,Cardio,27.5,27.5,226.7,Sim,24.5,11.3,2020-01-28,Ativa,13.2,0,0,0
22,Feminino,5.0,Musculação,32.6,163.0,55.47,Não,35.5,34.9,2020-04-05,Ativa,0.6000000000000014,0,4,0
57,Outro,1.0,Futebol,49.2,49.2,186.83,Sim,15.7,26.8,2020-11-04,Ativa,-11.100000000000001,2,3,0
48,Outro,5.0,Musculação,57.4,287.0,200.31,Não,32.0,12.4,2024-09-22,Ativa,19.6,2,4,0
24,Masculino,5.0,CrossFit,64.8,324.0,182.39,Sim,19.1,16.1,2022-01-24,Ativa,3.0,1,1,0
46,Outro,1.0,Yoga,76.2,76.2,170.44,Sim,38.6,11.9,2022-10-15,Ativa,26.700000000000003,2,9,0
38,Feminino,4.0,Futebol,54.9,219.6,245.03,Sim,15.5,18.3,2023-04-16,Ativa,-2.8000000000000007,0,3,0
55,Masculino,4.0,Yoga,31.7,126.8,125.74,Sim,29.1,36.0,2021-10-28,Ativa,-6.899999999999999,1,9,0
19,Feminino,2.0,Cardio,98.9,197.8,249.12,Sim,15.3,21.6,2020-03-16,Ativa,-6.300000000000001,0,0,0
46,Masculino,5.0,Musculação,85.4,427.0,248.18,Não,11.4,12.5,2022-09-02,Ativa,-1.0999999999999996,1,4,0
59,Feminino,1.0,Cardio,114.4,114.4,242.16,Sim,33.7,18.4,2025-07-13,Ativa,15.300000000000004,0,0,0
23,Feminino,4.0,Natação,70.55,203.5,209.11,Não,25.2,31.7,2021-07-16,Ativa,-6.5,0,6,0
55,Outro,5.0,Musculação,70.55,203.5,78.44,Sim,26.1,20.1,2023-08-11,Ativa,6.0,2,4,0
43,Outro,0.0,Yoga,87.2,0.0,210.79,Sim,28.1,35.8,2022-07-18,Sedentária,-7.699999999999996,2,9,1
18,Masculino,1.0,CrossFit,34.2,34.2,286.81,Sim,21.8,31.7,2020-10-02,Ativa,-9.899999999999999,1,1,0
19,Outro,2.0,CrossFit,74.9,149.8,80.3,Sim,27.8,37.3,2020-07-24,Ativa,-9.499999999999996,2,1,0
40,Masculino,5.0,Cardio,83.5,417.5,206.05,Não,38.3,16.5,2020-06-12,Ativa,21.799999999999997,1,0,0
34,Feminino,2.0,CrossFit,92.5,185.0,278.7,Não,37.8,16.6,2025-07-06,Ativa,21.199999999999996,0,1,0
22,Feminino,2.0,Natação,109.6,219.2,85.12,Sim,38.0,23.5,2025-05-15,Ativa,14.5,0,6,0
48,Outro,5.0,Yoga,111.8,559.0,219.26,Não,18.0,22.4,2021-11-14,Ativa,-4.399999999999999,2,9,0
52,Outro,5.0,Natação,65.5,327.5,88.36,Não,12.1,35.8,2025-05-21,Ativa,-23.699999999999996,2,6,0
20,Masculino,1.0,Cardio,61.1,61.1,193.99,Sim,14.5,13.5,2023-06-05,Ativa,1.0,1,0,0
57,Feminino,4.0,Natação,53.6,203.5,233.01,Sim,26.4,30.9,2025-02-10,Sedentária,-4.5,0,6,1
59,Masculino,4.0,Cardio,78.1,312.4,112.84,Sim,27.5,39.0,2024-03-29,Ativa,-11.5,1,0,0
60,Outro,6.0,Natação,107.6,645.6,280.65,Sim,10.3,37.1,2023-01-03,Ativa,-26.8,2,6,0
61,Feminino,4.0,Cardio,77.5,310.0,94.6,Sim,38.1,27.3,2024-04-29,Ativa,10.8,0,0,0
45,Masculino,4.0,Natacao,58.6,234.4,153.49,Sim,28.3,23.3,2022-07-26,Ativa,5.0,1,5,0
54,Masculino,2.0,Futebol,29.2,58.4,268.56,Sim,11.6,29.1,2022-02-23,Ativa,-17.5,1,3,0
40,Masculino,7.0,Cardio,72.7,508.9,95.03,Não,34.3,22.9,2023-07-11,Ativa,11.399999999999999,1,0,0
35,Masculino,4.0,Cardio,58.6,234.4,266.8,Não,19.6,17.1,2020-10-26,Ativa,2.5,1,0,0
23,Feminino,4.0,Yoga,99.1,396.4,119.22,Sim,11.8,26.9,2022-08-27,Ativa,-15.099999999999998,0,9,0
27,Outro,5.0,Futebol,84.3,421.5,206.49,Sim,29.9,38.4,2020-08-14,Ativa,-8.5,2,3,0
62,Masculino,0.0,Futebol,39.4,0.0,189.92,Sim,35.8,35.1,2023-03-12,Sedentária,0.6999999999999957,1,3,1
43,Masculino,5.0,CrossFit,81.4,407.0,94.98,Sim,27.0,20.3,2020-03-04,Ativa,6.699999999999999,1,1,0
33,Masculino,1.0,CrossFit,49.5,49.5,241.73,Não,17.7,13.8,2020-03-20,Ativa,3.8999999999999986,1,1,0
58,Outro,2.0,Futebol,66.1,132.2,114.23,Não,25.4,38.2,2022-04-24,Ativa,-12.800000000000004,2,3,0
28,Outro,6.0,Cardio,78.9,473.4,94.27,Sim,26.9,16.8,2025-07-05,Ativa,10.099999999999998,2,0,0
59,Masculino,3.0,Natação,27.6,82.8,230.26,Não,14.2,11.6,2022-10-30,Ativa,2.5999999999999996,1,6,0
64,Feminino,7.0,Cardio,41.5,290.5,190.1,Sim,20.3,33.0,2022-12-01,Ativa,-12.7,0,0,0
29,Masculino,0.0,Musculação,45.2,0.0,210.98,Não,19.1,39.5,2021-05-04,Sedentária,-20.4,1,4,1
38,Feminino,2.0,Natação,112.4,224.8,76.19,Não,33.9,12.2,2021-10-23,Ativa,21.7,0,6,0
46,Masculino,4.0,Cardio,90.1,203.5,92.65,Não,27.9,23.6,2023-04-17,Sedentária,4.299999999999997,1,0,1
34,Masculino,4.0,Natação,30.2,120.8,135.99,Não,37.3,31.6,2021-04-30,Ativa,5.699999999999996,1,6,0
36,Masculino,0.0,Yoga,68.2,0.0,205.06,Não,21.7,24.5,2023-11-17,Sedentária,-2.8000000000000007,1,9,1
55,Feminino,3.0,Natação,27.7,83.1,92.31,Sim,23.8,13.9,2021-08-10,Ativa,9.9,0,6,0
35,Outro,4.0,Natação,105.2,420.8,237.46,Sim,24.4,35.7,2025-07-28,Ativa,-11.300000000000004,2,6,0
62,Masculino,5.0,Musculação,46.1,230.5,205.0,Sim,36.1,26.8,2023-06-02,Ativa,9.3,1,4,0
42,Outro,4.0,Musculação,83.1,332.4,261.27,Sim,38.3,30.8,2025-07-14,Ativa,7.4999999999999964,2,4,0
59,Masculino,4.0,Musculação,91.3,203.5,99.3,Não,23.5,33.7,2025-04-10,Sedentária,-10.200000000000003,1,4,1
48,Masculino,0.0,Futebol,37.8,0.0,207.18,Sim,19.3,19.3,2022-08-30,Sedentária,0.0,1,3,1
40,Masculino,2.0,Futebol,79.4,158.8,96.77,Sim,17.6,29.2,2022-08-30,Ativa,-11.599999999999998,1,3,0
34,Outro,3.0,Fut,105.8,317.4,220.18,Não,24.7,28.2,2025-08-22,Ativa,-3.5,2,2,0
50,Feminino,2.0,Natação,86.4,172.8,181.14,Não,39.6,18.1,2021-10-12,Ativa,21.5,0,6,0
62,Masculino,3.0,Yoga,52.8,158.4,215.53,Não,37.3,16.4,2022-02-05,Ativa,20.9,1,9,0
42,Feminino,1.0,Yoga,36.7,36.7,73.21,Sim,30.6,38.7,2022-03-17,Ativa,-8.100000000000001,0,9,0
41,Feminino,5.0,Musculação,111.6,558.0,51.91,Sim,30.5,25.9,2022-04-07,Ativa,4.600000000000001,0,4,0
28,Outro,1.0,Musculação,42.4,42.4,99.7,Não,20.5,24.4,2020-01-14,Ativa,-3.8999999999999986,2,4,0
54,Masculino,4.0,Yoga,27.6,203.5,197.23,Não,39.6,29.0,2025-02-12,Sedentária,10.600000000000001,1,9,1
47,Masculino,5.0,Natação,100.6,503.0,269.75,Sim,32.1,12.2,2025-05-31,Ativa,19.900000000000002,1,6,0
63,Outro,3.0,Natação,22.5,67.5,112.26,Sim,22.4,18.9,2021-04-16,Ativa,3.5,2,6,0
47,Outro,4.0,Musculação,71.3,285.2,278.31,Sim,35.9,31.2,2020-01-05,Ativa,4.699999999999999,2,4,0
37,Outro,5.0,Cardio,42.4,212.0,173.11,Não,22.3,35.3,2024-09-02,Ativa,-12.999999999999996,2,0,0
35,Feminino,4.0,Futebol,108.1,203.5,295.14,Não,36.2,17.0,2021-01-30,Sedentária,19.200000000000003,0,3,1
62,Masculino,7.0,CrossFit,59.9,419.3,220.76,Não,15.5,23.8,2024-12-29,Ativa,-8.3,1,1,0
31,Outro,0.0,CrossFit,104.0,0.0,147.97,Sim,13.6,10.8,2022-08-20,Sedentária,2.799999999999999,2,1,1
49,Outro,7.0,Yoga,35.1,245.7,254.22,Sim,32.0,19.1,2024-07-11,Ativa,12.899999999999999,2,9,0
52,Feminino,2.0,Yoga,89.8,179.6,106.93,Não,13.5,39.1,2024-11-16,Ativa,-25.6,0,9,0
61,Feminino,1.0,Yoga,78.1,78.1,132.26,Sim,20.5,13.4,2022-11-14,Ativa,7.1,0,9,0
24,Masculino,3.0,CrossFit,109.0,327.0,153.33,Não,24.6,19.9,2023-04-21,Ativa,4.700000000000003,1,1,0
27,Feminino,2.0,CrossFit,80.8,161.6,156.16,Não,26.7,35.4,2020-07-31,Ativa,-8.7,0,1,0
25,Outro,7.0,Musculação,39.4,275.8,277.95,Sim,14.0,27.0,2024-08-16,Ativa,-13.0,2,4,0
62,Masculino,5.0,Cardio,87.8,439.0,242.24,Não,27.5,35.8,2025-06-12,Ativa,-8.299999999999997,1,0,0
64,Feminino,1.0,Swimming,89.3,89.3,260.35,Não,36.2,35.2,2023-08-29,Ativa,1.0,0,8,0
23,Feminino,4.0,Musculação,56.5,226.0,54.64,Sim,25.3,28.3,2025-02-19,Ativa,-3.0,0,4,0
52,Feminino,1.0,Yoga,113.3,113.3,242.75,Não,10.5,10.8,2020-07-11,Ativa,-0.3000000000000007,0,9,0
21,Masculino,4.0,Cardio,78.0,312.0,234.91,Sim,13.0,26.7,2023-11-25,Ativa,-13.7,1,0,0
53,Feminino,4.0,Cardio,65.7,262.8,92.36,Não,12.5,22.0,2021-11-16,Ativa,-9.5,0,0,0
53,Outro,7.0,Futebol,70.55,203.5,256.47,Não,32.4,31.3,2021-08-04,Ativa,1.0999999999999979,2,3,0
49,Masculino,4.0,Futebol,69.1,276.4,284.31,Sim,16.4,17.0,2024-08-18,Ativa,-0.6000000000000014,1,3,0
50,Feminino,5.0,Yoga,23.6,118.0,56.64,Não,31.8,37.6,2024-11-21,Ativa,-5.800000000000001,0,9,0
39,Masculino,1.0,Yoga,88.5,88.5,184.34,Sim,11.9,16.6,2020-02-13,Ativa,-4.700000000000001,1,9,0
20,Masculino,3.0,Yoga,51.1,153.3,215.64,Não,37.5,25.6,2023-05-29,Ativa,11.899999999999999,1,9,0
64,Outro,6.0,Futebol,40.2,241.2,171.4,Não,17.7,16.6,2024-09-28,Ativa,1.0999999999999979,2,3,0
26,Outro,7.0,Natação,68.9,482.3,160.86,Sim,24.9,14.6,2022-10-17,Ativa,10.299999999999999,2,6,0
29,Feminino,1.0,Cardio,72.4,72.4,122.53,Não,12.5,22.6,2023-08-18,Ativa,-10.100000000000001,0,0,0
51,Outro,5.0,Musculação,34.4,172.0,239.33,Sim,25.9,17.6,2021-01-28,Ativa,8.299999999999997,2,4,0
18,Feminino,1.0,Futebol,110.8,110.8,247.63,Sim,21.5,26.0,2024-05-23,Ativa,-4.5,0,3,0
43,Feminino,4.0,Yoga,70.55,203.5,154.89,Sim,24.6,39.7,2024-10-19,Ativa,-15.100000000000001,0,9,0
29,Masculino,4.0,Natação,48.6,203.5,279.82,Sim,17.3,33.2,2024-10-05,Sedentária,-15.900000000000002,1,6,1
24,Outro,2.0,Musculação,85.6,171.2,81.0,Sim,38.3,17.4,2022-03-22,Ativa,20.9,2,4,0
49,Feminino,2.0,CrossFit,21.7,43.4,188.92,Não,19.2,19.0,2023-08-27,Ativa,0.1999999999999993,0,1,0
51,Feminino,1.0,Musculação,28.0,28.0,129.37,Sim,15.8,34.0,2025-04-08,Ativa,-18.2,0,4,0
35,Outro,7.0,Cardio,108.7,760.9,99.64,Sim,26.3,17.4,2022-02-19,Ativa,8.900000000000002,2,0,0
62,Masculino,5.0,Musculação,77.2,386.0,245.16,Sim,10.0,19.3,2023-03-17,Ativa,-9.3,1,4,0
32,Outro,4.0,Natação,21.0,84.0,57.3,Não,25.3,27.7,2022-07-06,Ativa,-2.3999999999999986,2,6,0
19,Feminino,3.0,CrossFit,40.9,122.7,177.92,Sim,28.5,20.4,2023-05-26,Ativa,8.100000000000001,0,1,0
58,Feminino,4.0,Yoga,104.1,203.5,142.1,Não,30.5,37.7,2022-06-26,Sedentária,-7.200000000000003,0,9,1
31,Masculino,0.0,Cardio,82.7,0.0,112.67,Sim,15.7,38.3,2022-07-02,Sedentária,-22.599999999999998,1,0,1
39,Outro,4.0,Yoga,24.2,96.8,123.56,Sim,26.5,31.0,2021-09-15,Ativa,-4.5,2,9,0
18,Feminino,1.0,Natação,93.3,93.3,214.31,Sim,12.7,18.9,2025-02-17,Ativa,-6.199999999999999,0,6,0
42,Masculino,5.0,Natação,35.1,175.5,206.81,Não,38.4,19.9,2025-03-15,Ativa,18.5,1,6,0
63,Feminino,1.0,CrossFit,59.5,59.5,100.44,Sim,16.5,26.8,2021-04-24,Ativa,-10.3,0,1,0
55,Outro,4.0,CrossFit,82.0,328.0,122.53,Não,10.3,26.1,2022-03-29,Ativa,-15.8,2,1,0
48,Masculino,1.0,Musculação,35.9,35.9,200.48,Não,34.6,39.5,2022-10-23,Ativa,-4.899999999999999,1,4,0
22,Outro,4.0,Futebol,111.8,447.2,61.18,Sim,16.9,36.1,2022-09-12,Ativa,-19.200000000000003,2,3,0
45,Masculino,3.0,Cardio,99.6,298.8,210.95,Sim,15.1,13.6,2021-12-14,Ativa,1.5,1,0,0
55,Outro,7.0,Natação,20.2,141.4,78.34,Sim,25.0,20.5,2021-08-22,Ativa,4.5,2,6,0
54,Feminino,1.0,Yoga,30.8,30.8,123.65,Não,38.5,28.9,2021-09-06,Ativa,9.600000000000001,0,9,0
57,Masculino,7.0,Yoga,30.7,214.9,239.93,Não,39.8,14.1,2023-11-16,Ativa,25.699999999999996,1,9,0
62,Outro,3.0,Yoga,21.9,65.7,100.09,Sim,22.9,20.6,2024-02-01,Ativa,2.299999999999997,2,9,0
55,Feminino,1.0,Cardio,39.7,39.7,248.33,Sim,35.6,17.8,2021-08-17,Ativa,17.8,0,0,0
31,Outro,0.0,Cardio,75.3,0.0,291.19,Não,39.0,36.8,2022-10-03,Sedentária,2.200000000000003,2,0,1
21,Outro,4.0,Cardio,70.9,283.6,157.23,Sim,34.4,37.3,2020-02-29,Ativa,-2.8999999999999986,2,0,0
49,Feminino,3.0,Cardio,71.7,215.1,165.98,Sim,36.0,38.8,2021-11-25,Ativa,-2.799999999999997,0,0,0
25,Feminino,7.0,Natação,52.0,364.0,186.95,Sim,27.9,22.6,2025-05-21,Ativa,5.299999999999997,0,6,0
44,Feminino,4.0,Futebol,74.1,296.4,71.54,Não,30.6,13.3,2024-10-03,Ativa,17.3,0,3,0
23,Outro,0.0,Musculação,61.5,0.0,225.59,Não,21.3,29.3,2020-11-29,Sedentária,-8.0,2,4,1
41,Outro,5.0,Musculação,75.8,379.0,131.03,Sim,26.4,15.8,2022-02-28,Ativa,10.599999999999998,2,4,0
19,Outro,0.0,Swimming,25.0,0.0,169.4,Sim,20.8,36.9,2023-01-20,Sedentária,-16.099999999999998,2,8,1
44,Feminino,5.0,Natação,20.9,104.5,107.01,Sim,25.0,12.5,2020-07-27,Ativa,12.5,0,6,0
18,Feminino,5.0,Futebol,95.2,476.0,68.11,Não,23.8,35.9,2021-02-01,Ativa,-12.099999999999998,0,3,0
43,Masculino,2.0,CrossFit,49.7,99.4,236.46,Sim,25.9,30.3,2022-07-24,Ativa,-4.400000000000002,1,1,0
59,Masculino,1.0,Natação,87.5,87.5,143.76,Não,20.0,10.0,2021-06-09,Ativa,10.0,1,6,0
33,Feminino,3.0,CrossFit,115.6,346.8,173.89,Sim,18.4,26.8,2020-10-26,Ativa,-8.400000000000002,0,1,0
50,Masculino,1.0,CrossFit,108.5,108.5,82.22,Não,36.6,38.1,2025-04-23,Ativa,-1.5,1,1,0
48,Feminino,1.0,Yoga,47.1,47.1,93.96,Não,35.9,39.6,2024-10-29,Ativa,-3.700000000000003,0,9,0
47,Feminino,2.0,Yoga,100.3,200.6,163.96,Sim,24.3,37.2,2022-04-12,Ativa,-12.900000000000002,0,9,0
22,Masculino,2.0,Natação,99.2,198.4,136.45,Não,39.6,32.6,2021-05-11,Ativa,7.0,1,6,0
52,Outro,4.0,CrossFit,24.3,97.2,205.15,Sim,29.2,29.0,2021-06-08,Ativa,0.1999999999999993,2,1,0
